num_sector,tabla,cod_municipio,grupo,producto,unidad,periodo,valor
44707,AGRICOLA,020101,FLORES,Flor Astromelia,TM,VERANO,3.53766432
44708,AGRICOLA,020101,FLORES,Flor Clavel,TM,VERANO,1.6939765
44709,AGRICOLA,020101,FLORES,Flor Dalia,TM,VERANO,2.20799338
44710,AGRICOLA,020101,FLORES,Flor Espa§ita,TM,VERANO,12.78000152
44711,AGRICOLA,020101,FLORES,Flor Gladiolo,ha,VERANO,4.574833
44712,AGRICOLA,020101,FLORES,Flor Gladiolo,TM,VERANO,25.56773201
44713,AGRICOLA,020101,FLORES,Flor Ilusi¢n,TM,VERANO,1.58295094
44714,AGRICOLA,020101,FLORES,Flor Lilium,ha,VERANO,1.125
44715,AGRICOLA,020101,FLORES,Flor Rebeca,ha,VERANO,1.144333
44716,AGRICOLA,020101,FLORES,Flor Rebeca,TM,VERANO,1.13928338
44821,AGRICOLA,020102,FLORES,Flor Clavel,ha,VERANO,1.313
44822,AGRICOLA,020102,FLORES,Flor Clavel,TM,VERANO,3.05523835
44823,AGRICOLA,020102,FLORES,Flor bomb¢m,TM,VERANO,1.02432
44824,AGRICOLA,020102,FLORES,Flor Gladiolo,ha,VERANO,38.430647
44825,AGRICOLA,020102,FLORES,Flor Gladiolo,TM,VERANO,126.4269101
44826,AGRICOLA,020102,FLORES,Flor Ilusi¢n,TM,VERANO,2.38553636
44945,AGRICOLA,020103,FLORES,Flor Alel°,TM,VERANO,1.2086161
44946,AGRICOLA,020103,FLORES,Flor Astromelia,ha,VERANO,7.989
44947,AGRICOLA,020103,FLORES,Flor Astromelia,TM,VERANO,13.2992129
44948,AGRICOLA,020103,FLORES,Flor Clavel,ha,VERANO,21.1144
44949,AGRICOLA,020103,FLORES,Flor Clavel,TM,VERANO,25.91372763
44950,AGRICOLA,020103,FLORES,Flor Crisantemo,TM,VERANO,1.06500028
44951,AGRICOLA,020103,FLORES,Flor Dalia,ha,VERANO,1.832467
44952,AGRICOLA,020103,FLORES,Flor Dalia,TM,VERANO,10.84496653
44953,AGRICOLA,020103,FLORES,Flor Espa§ita,TM,VERANO,120.6696
44954,AGRICOLA,020103,FLORES,Flor aleluya,ha,VERANO,2.022
44955,AGRICOLA,020103,FLORES,Flor aleluya,TM,VERANO,2.17057113
44956,AGRICOLA,020103,FLORES,Flor beiby,ha,VERANO,6.3015
44957,AGRICOLA,020103,FLORES,Flor beiby,TM,VERANO,4.38606426
44958,AGRICOLA,020103,FLORES,Flor bomb¢m,ha,VERANO,2.9859
44959,AGRICOLA,020103,FLORES,Flor bomb¢m,TM,VERANO,1.88680367
44960,AGRICOLA,020103,FLORES,Flor chispa,ha,VERANO,1.0015
44961,AGRICOLA,020103,FLORES,Flor chispa,TM,VERANO,1.44810084
44962,AGRICOLA,020103,FLORES,Flor Gladiolo,ha,VERANO,7.9162
44963,AGRICOLA,020103,FLORES,Flor Gladiolo,TM,VERANO,42.00604167
44964,AGRICOLA,020103,FLORES,Flor Ilusi¢n,ha,VERANO,2.932667
44965,AGRICOLA,020103,FLORES,Flor Ilusi¢n,TM,VERANO,3.09566324
44966,AGRICOLA,020103,FLORES,Flor Margarita,TM,VERANO,3.41250006
44967,AGRICOLA,020103,FLORES,Flor Popelina,ha,VERANO,3.093
44968,AGRICOLA,020103,FLORES,Flor Popelina,TM,VERANO,4.77152282
44969,AGRICOLA,020103,FLORES,Flor Quico,ha,VERANO,6.840833
44970,AGRICOLA,020103,FLORES,Flor Quico,TM,VERANO,28.65370061
44971,AGRICOLA,020103,FLORES,Flor Rebeca,ha,VERANO,3.109666
44972,AGRICOLA,020103,FLORES,Flor Rebeca,TM,VERANO,11.05650595
44973,AGRICOLA,020103,FLORES,Flor Siempre viva,ha,VERANO,1.1101
44974,AGRICOLA,020103,FLORES,Flor Siempre viva,TM,VERANO,1.74011983
45167,AGRICOLA,020202,FLORES,Flor Gladiolo,ha,VERANO,1.373567
45168,AGRICOLA,020202,FLORES,Flor Gladiolo,TM,VERANO,3.40260022
46030,AGRICOLA,020601,FLORES,Flor Gladiolo,ha,VERANO,1.3455
46547,AGRICOLA,020608,FLORES,Flor Cucarda,ha,VERANO,1.5
46548,AGRICOLA,020608,FLORES,Flor Cucarda,TM,VERANO,2.3
47047,AGRICOLA,020902,FLORES,Flor Clavel,TM,VERANO,1.20000016
47048,AGRICOLA,020902,FLORES,Flor Gladiolo,TM,VERANO,1.94300081
47914,AGRICOLA,021103,FLORES,Flor Agapando,ha,VERANO,26.6135
47915,AGRICOLA,021103,FLORES,Flor Agapando,TM,VERANO,1.03156122
47918,AGRICOLA,021103,FLORES,Flor Gladiolo,ha,VERANO,2.2125
47919,AGRICOLA,021103,FLORES,Flor Hortensia,ha,VERANO,24.9169
47920,AGRICOLA,021103,FLORES,Flor Hortensia,TM,VERANO,9.41999997
47921,AGRICOLA,021103,FLORES,Flor Lirio,ha,VERANO,12.8273
47922,AGRICOLA,021103,FLORES,Flor Lirio,TM,VERANO,2.67445826
47923,AGRICOLA,021103,FLORES,Flor Nardos,ha,VERANO,17.34253
47924,AGRICOLA,021103,FLORES,Flor Nardos,TM,VERANO,1.7225678
48598,AGRICOLA,021401,FLORES,Flor Agapando,ha,VERANO,7.888333
48600,AGRICOLA,021401,FLORES,Flor Hortensia,ha,VERANO,13.698333
48601,AGRICOLA,021401,FLORES,Flor Hortensia,TM,VERANO,1.37399337
48602,AGRICOLA,021401,FLORES,Flor Lirio,ha,VERANO,7.633333
49058,AGRICOLA,021703,FLORES,Flor Gladiolo,TM,VERANO,1.59406155
49424,AGRICOLA,030101,FLORES,Flor Clavel,ha,VERANO,7.6346
49425,AGRICOLA,030101,FLORES,Flor Clavel,TM,VERANO,14.09280532
49426,AGRICOLA,030101,FLORES,Flor Crisantemo,ha,VERANO,1.4296
49427,AGRICOLA,030101,FLORES,Flor Crisantemo,TM,VERANO,5.31893317
49428,AGRICOLA,030101,FLORES,Flor Fresia,ha,VERANO,2.009
49429,AGRICOLA,030101,FLORES,Flor Fresia,TM,VERANO,2.55841995
49430,AGRICOLA,030101,FLORES,Flor Gladiolo,ha,VERANO,4.53762
49431,AGRICOLA,030101,FLORES,Flor Gladiolo,TM,VERANO,3.64002356
49432,AGRICOLA,030101,FLORES,Flor Ilusi¢n,ha,VERANO,9.07966
49433,AGRICOLA,030101,FLORES,Flor Ilusi¢n,TM,VERANO,16.59780648
49434,AGRICOLA,030101,FLORES,Flor Lilium,TM,VERANO,1.52015386
49435,AGRICOLA,030101,FLORES,Flor Margarita,ha,VERANO,1.294586
49436,AGRICOLA,030101,FLORES,Flor Margarita,TM,VERANO,3.48990022
49437,AGRICOLA,030101,FLORES,Flor Retama,ha,VERANO,3.12
49438,AGRICOLA,030101,FLORES,Flor Retama,TM,VERANO,8.46768
49439,AGRICOLA,030101,FLORES,Flor Rosales,TM,VERANO,4.79750128
50141,AGRICOLA,030403,FLORES,Flor Ilusi¢n,TM,VERANO,2.38343199
50625,AGRICOLA,030901,FLORES,Flor Clavel,ha,VERANO,12.8582
50626,AGRICOLA,030901,FLORES,Flor Clavel,TM,VERANO,29.84728188
50627,AGRICOLA,030901,FLORES,Flor Crisantemo,ha,VERANO,19.9694
50628,AGRICOLA,030901,FLORES,Flor Crisantemo,TM,VERANO,83.71250885
50629,AGRICOLA,030901,FLORES,Flor Cucarda,ha,VERANO,2.87
50630,AGRICOLA,030901,FLORES,Flor Cucarda,TM,VERANO,2.42120374
50631,AGRICOLA,030901,FLORES,Flor Estaticia,TM,VERANO,1.62403239
50632,AGRICOLA,030901,FLORES,Flor ara§a,ha,VERANO,2.095
50633,AGRICOLA,030901,FLORES,Flor ara§a,TM,VERANO,1.31062395
50634,AGRICOLA,030901,FLORES,Flor Gladiolo,ha,VERANO,7.5467
50635,AGRICOLA,030901,FLORES,Flor Gladiolo,TM,VERANO,8.80718415
50636,AGRICOLA,030901,FLORES,Flor Ilusi¢n,ha,VERANO,3.88135
50637,AGRICOLA,030901,FLORES,Flor Ilusi¢n,TM,VERANO,12.49367986
50638,AGRICOLA,030901,FLORES,Flor Margarita,ha,VERANO,6.4025
50639,AGRICOLA,030901,FLORES,Flor Margarita,TM,VERANO,13.39699938
50640,AGRICOLA,030901,FLORES,Flor Nardos,ha,VERANO,14.5971
50641,AGRICOLA,030901,FLORES,Flor Nardos,TM,VERANO,23.57384499
50642,AGRICOLA,030901,FLORES,Flor Popelina,TM,VERANO,1.27400008
50643,AGRICOLA,030901,FLORES,Flor Rosales,ha,VERANO,14.0771
50644,AGRICOLA,030901,FLORES,Flor Rosales,TM,VERANO,57.04673757
50732,AGRICOLA,030902,FLORES,Flor Gladiolo,ha,VERANO,5.1284
50733,AGRICOLA,030902,FLORES,Flor Gladiolo,TM,VERANO,2.21641653
50734,AGRICOLA,030902,FLORES,Flor Rosales,TM,VERANO,1.88300108
50810,AGRICOLA,030903,FLORES,Flor Clavel,ha,VERANO,16.9715
50811,AGRICOLA,030903,FLORES,Flor Clavel,TM,VERANO,9.26460001
50812,AGRICOLA,030903,FLORES,Flor Crisantemo,ha,VERANO,2.6885
50813,AGRICOLA,030903,FLORES,Flor Crisantemo,TM,VERANO,3.31069981
50814,AGRICOLA,030903,FLORES,Flor Estaticia,ha,VERANO,2.3105
50815,AGRICOLA,030903,FLORES,Flor Estaticia,TM,VERANO,3.17800011
50816,AGRICOLA,030903,FLORES,Flor Gladiolo,ha,VERANO,1.187
50817,AGRICOLA,030903,FLORES,Flor Gladiolo,TM,VERANO,1.16960161
50818,AGRICOLA,030903,FLORES,Flor Margarita,ha,VERANO,15.7577
50819,AGRICOLA,030903,FLORES,Flor Margarita,TM,VERANO,23.04900021
50820,AGRICOLA,030903,FLORES,Flor Nardos,ha,VERANO,2.0931
50821,AGRICOLA,030903,FLORES,Flor Nardos,TM,VERANO,3.08440023
50904,AGRICOLA,030904,FLORES,Flor Astromelia,ha,VERANO,4.3309
50905,AGRICOLA,030904,FLORES,Flor Astromelia,TM,VERANO,1.60042643
50906,AGRICOLA,030904,FLORES,Flor Begonia,TM,VERANO,1.6199406
50907,AGRICOLA,030904,FLORES,Flor Clavel,ha,VERANO,8.7127
50908,AGRICOLA,030904,FLORES,Flor Clavel,TM,VERANO,24.76655612
50909,AGRICOLA,030904,FLORES,Flor Crisantemo,ha,VERANO,12.24835
50910,AGRICOLA,030904,FLORES,Flor Crisantemo,TM,VERANO,91.83967735
50911,AGRICOLA,030904,FLORES,Flor Cucarda,TM,VERANO,1.59354
50912,AGRICOLA,030904,FLORES,Flor Estaticia,ha,VERANO,2.5004
50913,AGRICOLA,030904,FLORES,Flor Estaticia,TM,VERANO,3.10124764
50914,AGRICOLA,030904,FLORES,Flor montecasino,ha,VERANO,3.18
50915,AGRICOLA,030904,FLORES,Flor montecasino,TM,VERANO,2.15836591
50916,AGRICOLA,030904,FLORES,Flor pimpinela,ha,VERANO,1.3462
50917,AGRICOLA,030904,FLORES,Flor pimpinela,TM,VERANO,1.71367554
50918,AGRICOLA,030904,FLORES,Flor Fresia,ha,VERANO,2.9045
50919,AGRICOLA,030904,FLORES,Flor Fresia,TM,VERANO,7.74664297
50920,AGRICOLA,030904,FLORES,Flor Gladiolo,ha,VERANO,42.936003
50921,AGRICOLA,030904,FLORES,Flor Gladiolo,TM,VERANO,26.87164511
50922,AGRICOLA,030904,FLORES,Flor Ilusi¢n,ha,VERANO,7.6595
50923,AGRICOLA,030904,FLORES,Flor Ilusi¢n,TM,VERANO,15.7955202
50924,AGRICOLA,030904,FLORES,Flor Margarita,ha,VERANO,1.68585
50925,AGRICOLA,030904,FLORES,Flor Margarita,TM,VERANO,4.89747804
50926,AGRICOLA,030904,FLORES,Flor Nardos,ha,VERANO,2.98085
50927,AGRICOLA,030904,FLORES,Flor Nardos,TM,VERANO,6.71103517
50928,AGRICOLA,030904,FLORES,Flor Popelina,ha,VERANO,1.1535
50929,AGRICOLA,030904,FLORES,Flor Popelina,TM,VERANO,2.16769733
50930,AGRICOLA,030904,FLORES,Flor Rosales,ha,VERANO,24.3916
50931,AGRICOLA,030904,FLORES,Flor Rosales,TM,VERANO,311.5442864
51014,AGRICOLA,030905,FLORES,Flor Clavel,ha,VERANO,1.68
51015,AGRICOLA,030905,FLORES,Flor Clavel,TM,VERANO,3.52550854
51016,AGRICOLA,030905,FLORES,Flor Rosales,TM,VERANO,3.4649109
51058,AGRICOLA,031001,FLORES,Flor Clavel,TM,VERANO,4.48353085
51059,AGRICOLA,031001,FLORES,Flor gabriel,TM,VERANO,1.17044999
51060,AGRICOLA,031001,FLORES,Flor Gladiolo,ha,VERANO,22.69665
51061,AGRICOLA,031001,FLORES,Flor Gladiolo,TM,VERANO,10.59101783
51062,AGRICOLA,031001,FLORES,Flor Ilusi¢n,TM,VERANO,2.04581049
51063,AGRICOLA,031001,FLORES,Flor Rosales,TM,VERANO,3.80790668
51746,AGRICOLA,031204,FLORES,Flor ginger,ha,VERANO,59.65
51747,AGRICOLA,031204,FLORES,Flor ginger,TM,VERANO,67.29649079
52058,AGRICOLA,031301,FLORES,Flor Gladiolo,ha,VERANO,1.75
52232,AGRICOLA,031401,FLORES,Flor Clavel,ha,VERANO,3.95269
52233,AGRICOLA,031401,FLORES,Flor Clavel,TM,VERANO,5.78904015
52234,AGRICOLA,031401,FLORES,Flor Estaticia,ha,VERANO,1.09349
52235,AGRICOLA,031401,FLORES,Flor Estaticia,TM,VERANO,3.16766401
52236,AGRICOLA,031401,FLORES,Flor Ilusi¢n,ha,VERANO,4.876672
52237,AGRICOLA,031401,FLORES,Flor Ilusi¢n,TM,VERANO,12.40665006
52290,AGRICOLA,031402,FLORES,Flor Rosales,TM,VERANO,26.14202618
52323,AGRICOLA,031403,FLORES,Flor Clavel,ha,VERANO,1.01027
52324,AGRICOLA,031403,FLORES,Flor Clavel,TM,VERANO,2.39800006
52325,AGRICOLA,031403,FLORES,Flor Crisantemo,TM,VERANO,3.61848926
52326,AGRICOLA,031403,FLORES,Flor chispa,TM,VERANO,3.4593
52327,AGRICOLA,031403,FLORES,Flor Ilusi¢n,ha,VERANO,1.3642
52328,AGRICOLA,031403,FLORES,Flor Ilusi¢n,TM,VERANO,2.09274994
52329,AGRICOLA,031403,FLORES,Flor Margarita,ha,VERANO,5.833847
52330,AGRICOLA,031403,FLORES,Flor Margarita,TM,VERANO,47.19575997
52480,AGRICOLA,031601,FLORES,Flor Gladiolo,ha,VERANO,9.29
52481,AGRICOLA,031601,FLORES,Flor Gladiolo,TM,VERANO,2.42901979
52482,AGRICOLA,031601,FLORES,Flor Ilusi¢n,ha,VERANO,1.94
52558,AGRICOLA,031602,FLORES,Flor Cucarda,TM,VERANO,3.19999998
53948,AGRICOLA,050301,FLORES,Flor Ilusi¢n,TM,VERANO,2.55903005
55020,AGRICOLA,051102,FLORES,Flor Retama,ha,VERANO,480
55021,AGRICOLA,051102,FLORES,Flor Retama,TM,VERANO,1302.72
55407,AGRICOLA,051501,FLORES,Flor Ilusi¢n,ha,INVIERNO,1.5512
55408,AGRICOLA,051501,FLORES,Flor Ilusi¢n,TM,INVIERNO,3.79808044
55527,AGRICOLA,060101,FLORES,Flor Nardos,TM,VERANO,1.60399976
55645,AGRICOLA,060201,FLORES,Flor Gladiolo,ha,VERANO,2.4069
55646,AGRICOLA,060201,FLORES,Flor Gladiolo,TM,VERANO,1.5914016
55983,AGRICOLA,060303,FLORES,Flor Espa§ita,TM,VERANO,235.2
56404,AGRICOLA,060601,FLORES,Flor Gladiolo,TM,VERANO,1.29390562
56945,AGRICOLA,070105,FLORES,Flor Crisantemo,ha,VERANO,4.68
56946,AGRICOLA,070105,FLORES,Flor Crisantemo,TM,VERANO,186.57756
56947,AGRICOLA,070105,FLORES,Flor Retama,ha,VERANO,12.1
56948,AGRICOLA,070105,FLORES,Flor Retama,TM,VERANO,7.1185
59036,AGRICOLA,070901,FLORES,Flor Fresia,ha,VERANO,1.625
59037,AGRICOLA,070901,FLORES,Flor Fresia,TM,VERANO,1.09692387
59039,AGRICOLA,070901,FLORES,Flor Rosales,TM,VERANO,1.08413214
61231,AGRICOLA,080401,FLORES,Flor Clavel,ha,VERANO,4.33
61232,AGRICOLA,080401,FLORES,Flor Clavel,TM,VERANO,3.864
61583,AGRICOLA,080702,FLORES,Flor Cucarda,TM,VERANO,6.40000001
124265,PECUARIO,010702,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,21
124266,PECUARIO,010902,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,1
124267,PECUARIO,010302,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,3
124268,PECUARIO,010602,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,4
124269,PECUARIO,010702,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,50
124270,PECUARIO,010902,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,1
124271,PECUARIO,010302,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,1
124272,PECUARIO,010702,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,18
124273,PECUARIO,010902,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,1
124274,PECUARIO,010302,CAMELIDOS,Alpacas,CABEZAS,Machos:1 a 2 a§os,1
124275,PECUARIO,010702,CAMELIDOS,Alpacas,CABEZAS,Machos:1 a 2 a§os,28
124276,PECUARIO,010302,CAMELIDOS,Alpacas,CABEZAS,Machos:>a 2 a§os,2
124277,PECUARIO,010702,CAMELIDOS,Alpacas,CABEZAS,Machos:>a 2 a§os,7
124278,PECUARIO,010902,CAMELIDOS,Alpacas,CABEZAS,Machos:>a 2 a§os,1
124279,PECUARIO,010302,CAMELIDOS,Alpacas,CABEZAS,Machos:<a 1 a§o,1
124280,PECUARIO,010702,CAMELIDOS,Alpacas,CABEZAS,Machos:<a 1 a§o,16
124281,PECUARIO,020101,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,499
124282,PECUARIO,020102,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,2
124283,PECUARIO,020105,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,202
124284,PECUARIO,020201,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,19
124285,PECUARIO,020202,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,137
124286,PECUARIO,020206,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,1
124287,PECUARIO,020302,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,2960
124288,PECUARIO,020303,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,3215
124289,PECUARIO,020305,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,7144
124290,PECUARIO,020306,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,3
124291,PECUARIO,020308,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,27
124292,PECUARIO,020402,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,3668
124293,PECUARIO,020403,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,20
124294,PECUARIO,020404,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,1176
124295,PECUARIO,020501,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,321
124296,PECUARIO,020502,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,443
124297,PECUARIO,020503,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,358
124298,PECUARIO,020602,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,3
124299,PECUARIO,020702,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,14537
124300,PECUARIO,020801,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,7
124301,PECUARIO,020802,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,1
124302,PECUARIO,020803,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,4
124303,PECUARIO,020805,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,185
124304,PECUARIO,020806,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,2
124305,PECUARIO,021005,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,1
124306,PECUARIO,021102,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,2
124307,PECUARIO,021201,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,647
124308,PECUARIO,021202,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,11
124309,PECUARIO,021203,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,143
124310,PECUARIO,021304,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,5
124311,PECUARIO,021307,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,1
124312,PECUARIO,021402,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,1
124313,PECUARIO,021601,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,3816
124314,PECUARIO,021602,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,2113
124315,PECUARIO,021701,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,6
124316,PECUARIO,021802,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,1
124317,PECUARIO,021901,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,5733
124318,PECUARIO,021902,CAMELIDOS,Alpacas,CABEZAS,Hembras:1 a 2 a§os,8216
124319,PECUARIO,020101,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,490
124320,PECUARIO,020102,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,8
124321,PECUARIO,020103,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,1
124322,PECUARIO,020105,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,92
124323,PECUARIO,020201,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,30
124324,PECUARIO,020202,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,367
124325,PECUARIO,020206,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,1
124326,PECUARIO,020302,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,4485
124327,PECUARIO,020303,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,5812
124328,PECUARIO,020305,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,12352
124329,PECUARIO,020306,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,4
124330,PECUARIO,020308,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,71
124331,PECUARIO,020402,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,5531
124332,PECUARIO,020403,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,28
124333,PECUARIO,020404,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,2421
124334,PECUARIO,020501,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,572
124335,PECUARIO,020502,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,777
124336,PECUARIO,020503,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,481
124337,PECUARIO,020602,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,5
124338,PECUARIO,020702,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,26359
124339,PECUARIO,020801,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,3
124340,PECUARIO,020803,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,1
124341,PECUARIO,020805,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,170
124342,PECUARIO,020904,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,3
124343,PECUARIO,020905,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,2
124344,PECUARIO,021005,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,2
124345,PECUARIO,021102,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,17
124346,PECUARIO,021201,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,661
124347,PECUARIO,021202,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,10
124348,PECUARIO,021203,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,221
124349,PECUARIO,021204,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,1
124350,PECUARIO,021302,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,1
124351,PECUARIO,021304,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,3
124352,PECUARIO,021305,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,1
124353,PECUARIO,021601,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,11800
124354,PECUARIO,021602,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,3918
124355,PECUARIO,021701,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,5
124356,PECUARIO,021801,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,1
124357,PECUARIO,021802,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,1
124358,PECUARIO,021901,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,11811
124359,PECUARIO,021902,CAMELIDOS,Alpacas,CABEZAS,Hembras:>a 2 a§os,12513
124360,PECUARIO,020101,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,392
124361,PECUARIO,020102,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,11
124362,PECUARIO,020104,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,1
124363,PECUARIO,020105,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,96
124364,PECUARIO,020201,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,2
124365,PECUARIO,020202,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,186
124366,PECUARIO,020206,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,1
124367,PECUARIO,020301,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,2
124368,PECUARIO,020302,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,2944
124369,PECUARIO,020303,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,3425
124370,PECUARIO,020305,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,4878
124371,PECUARIO,020306,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,2
124372,PECUARIO,020308,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,31
124373,PECUARIO,020402,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,3082
124374,PECUARIO,020403,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,26
124375,PECUARIO,020404,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,597
124376,PECUARIO,020405,CAMELIDOS,Alpacas,CABEZAS,Hembras:<a 1 a§o,1
